sample_id,true_digit,is_anomaly,reconstruction_loss,leaf_assignment
0,5,0,116.11793,0
1,0,0,116.11793,1
2,4,0,116.11793,0
3,1,0,116.11793,0
4,9,0,116.11793,0
5,1,0,116.11793,0
6,3,0,116.11793,1
7,1,0,116.11793,0
8,4,0,116.11793,0
9,3,0,116.11793,1
10,5,0,116.11793,0
11,3,0,116.11793,0
12,6,0,116.11793,1
13,1,0,116.11793,0
14,7,0,116.11793,0
15,8,0,116.11793,0
16,6,0,116.11793,0
17,9,0,116.11793,0
18,4,0,116.11793,1
19,0,0,116.11793,1
20,9,0,116.11793,0
21,1,0,116.11793,0
22,1,0,116.11793,0
23,4,0,116.11793,0
24,3,0,116.11793,1
25,7,0,116.11793,0
26,3,0,116.11793,0
27,8,0,116.11793,1
28,6,0,116.11793,0
29,9,0,116.11793,0
30,0,0,116.11793,1
31,5,0,116.11793,0
32,6,0,116.11793,0
33,0,0,116.11793,1
34,7,0,116.11793,0
35,6,0,116.11793,1
36,1,0,116.11793,0
37,8,0,116.11793,0
38,7,0,116.11793,0
39,9,0,116.11793,0
40,3,0,116.11793,0
41,9,0,116.11793,0
42,8,0,116.11793,0
43,5,0,116.11793,0
44,9,0,116.11793,0
45,3,0,116.11793,0
46,3,0,116.11793,0
47,0,0,116.11793,1
48,7,0,116.11793,0
49,4,0,116.11793,0
50,9,0,116.11793,0
51,8,0,116.11793,0
52,0,0,116.11793,1
53,9,0,116.11793,0
54,4,0,116.11793,0
55,1,0,116.11793,0
56,4,0,116.11793,1
57,4,0,116.11793,0
58,6,0,116.11793,1
59,0,0,116.11793,1
60,4,0,116.11793,1
61,5,0,116.11793,0
62,6,0,116.11793,1
63,1,0,116.11793,0
64,0,0,116.11793,0
65,0,0,116.11793,1
66,1,0,116.11793,0
67,7,0,116.11793,0
68,1,0,116.11793,0
69,6,0,116.11793,1
70,3,0,116.11793,0
71,0,0,116.11793,1
72,1,0,116.11793,0
73,1,0,116.11793,0
74,7,0,116.11793,0
75,9,0,116.11793,0
76,0,0,116.11793,1
77,6,0,116.11793,1
78,7,0,116.11793,0
79,8,0,116.11793,0
80,3,0,116.11793,0
81,9,0,116.11793,0
82,0,0,116.11793,1
83,4,0,116.11793,0
84,6,0,116.11793,1
85,7,0,116.11793,0
86,4,0,116.11793,0
87,6,0,116.11793,1
88,8,0,116.11793,0
89,0,0,116.11793,1
90,7,0,116.11793,0
91,8,0,116.11793,0
92,3,0,116.11793,0
93,1,0,116.11793,0
94,5,0,116.11793,0
95,7,0,116.11793,0
96,1,0,116.11793,0
97,7,0,116.11793,0
98,1,0,116.11793,0
99,1,0,116.11793,0
100,6,0,116.11793,0
101,3,0,116.11793,1
102,0,0,116.11793,0
103,9,0,116.11793,0
104,3,0,116.11793,1
105,1,0,116.11793,0
106,1,0,116.11793,0
107,0,0,116.11793,1
108,4,0,116.11793,0
109,9,0,116.11793,0
110,0,0,116.11793,0
111,0,0,116.11793,1
112,0,0,116.11793,1
113,7,0,116.11793,0
114,1,0,116.11793,0
115,8,0,116.11793,0
116,6,0,116.11793,0
117,4,0,116.11793,1
118,1,0,116.11793,0
119,6,0,116.11793,1
120,3,0,116.11793,0
121,4,0,116.11793,0
122,5,0,116.11793,0
123,9,0,116.11793,0
124,1,0,116.11793,0
125,3,0,116.11793,1
126,3,0,116.11793,0
127,8,0,116.11793,0
128,5,0,116.11793,1
129,4,0,116.11793,0
130,7,0,116.11793,0
131,7,0,116.11793,0
132,4,0,116.11793,0
133,8,0,116.11793,0
134,5,0,116.11793,0
135,8,0,116.11793,1
136,6,0,116.11793,1
137,7,0,116.11793,0
138,3,0,116.11793,0
139,4,0,116.11793,0
140,6,0,116.11793,1
141,1,0,116.11793,0
142,9,0,116.11793,0
143,9,0,116.11793,0
144,6,0,116.11793,1
145,0,0,116.11793,0
146,3,0,116.11793,1
147,7,0,116.11793,0
148,8,0,116.11793,0
149,9,0,116.11793,0
150,4,0,116.11793,0
151,4,0,116.11793,1
152,6,0,116.11793,1
153,4,0,116.11793,0
154,9,0,116.11793,0
155,7,0,116.11793,0
156,0,0,116.11793,1
157,9,0,116.11793,0
158,9,0,116.11793,0
159,5,0,116.11793,0
160,1,0,116.11793,0
161,5,0,116.11793,0
162,9,0,116.11793,0
163,1,0,116.11793,0
164,3,0,116.11793,1
165,3,0,116.11793,1
166,5,0,116.11793,0
167,9,0,116.11793,0
168,1,0,116.11793,0
169,7,0,116.11793,0
